GENE	CD69-ITGAE-	CD69+ITGAE-	CD38-ENTPD1-	CD38+ENTPD1-	CD38+ENTPD1+
FAM167B	0.048181079	0.019065999	0.023936667	0.034562357	0.022650591
LCK	2.6453698	2.455794758	2.517867379	2.713915176	2.734491568
HDAC1	1.215814876	0.998719191	0.939709725	1.027845096	1.015931067
MARCKSL1	0.66835463	0.834511804	0.805126727	0.5747803	0.512006145
TSSK3	0.010291864	0.002316419	0	0.004734082	0
FAM229A	0.052701835	0.020474387	0.011518652	0.012266194	0.00821356
BSDC1	0.490847637	0.512640257	0.480136006	0.598550877	0.615311296
ZBTB8B	0	0	0.00254742	0	0
ZBTB8A	0	0.002213047	0.005439213	0.012960186	0.002558526
ZBTB8OS	0.650050773	0.599610931	0.530675062	0.70809021	0.680334435
RBBP4	0.844569869	0.825842754	0.938671211	1.057234016	1.185980293
SYNC	0	0.019623161	0.022064968	0.032857911	0.026410354
KIAA1522	0.059507394	0.015939702	0	0.020632747	0.008414833
YARS	0.677083231	0.65654373	0.54416746	0.761028357	0.908261069
S100PBP	0.558272876	0.358246333	0.27480227	0.497448696	0.529164795
HPCA	0	0	0	0	0
TMEM54	0.081240235	0.012648611	0.011192006	0.011625579	0.034905379
RNF19B	0.093490623	0.170101779	0.143217176	0.117993842	0.18257998
AK2	0.551609692	0.534971718	0.597236394	0.730635269	0.762275004
AZIN2	0.073283294	0.032016475	0.06422962	0.131252804	0.127339829
TRIM62	0.119561771	0.054740285	0.071624381	0.066389281	0.060883608
ZNF362	0.201824727	0.138168006	0.08214677	0.132726945	0.161378227
PHC2	0.099408016	0.204019625	0.227668819	0.277086128	0.311044254
ZSCAN20	0	0.007030047	0	0.00974674	0.003680023
CSMD2	0	0	0	0	0
SMIM12	0.580887124	0.592980322	0.754349938	0.749391186	0.787163671
GJB3	0	0.002269024	0.00508597	0.002615975	0.003334794
GJA4	0	0.003705969	0	0	0.001391619
DLGAP3	0.036652169	0.020656105	0.014283713	0.041097058	0.057308307
AC114490.3	0	0.026787818	0.015052347	0.035032982	0.021270628
AC114490.2	0.016794456	0.022971365	0.041421104	0.040436097	0.015523859
TMEM35B	0.727157311	0.707997392	0.776019688	0.751018746	0.817531221
ZMYM6	0.039059338	0.065246268	0.024245126	0.066675239	0.082229348
ZMYM1	0.122310342	0.102741009	0.08103305	0.10429843	0.107181781
AL590434.1	0	0.001429375	0	0	0
SFPQ	1.21275874	1.3833162	1.550202796	1.578468259	1.856893044
ZMYM4	0.018430899	0.112633025	0.090468555	0.089423688	0.138892923
ZMYM4-AS1	0.023111866	0.003344523	0.005951082	0	0
KIAA0319L	0.381743368	0.267756769	0.182753474	0.314810391	0.371773417
NCDN	0.234870912	0.185063206	0.157224698	0.15634264	0.229119952
AC004865.2	0.149087011	0.126532342	0.137188955	0.190494731	0.220316055
TFAP2E	0.024491878	0.007111814	0.009626053	0.012754215	0.018193168
PSMB2	1.308591537	1.070992491	1.192176927	1.251297293	1.429960408
C1orf216	0.224147102	0.121933635	0.128069064	0.160077428	0.144567437
CLSPN	0.046890291	0.063471649	0.031030987	0.073241188	0.1963817
AGO4	0.162126504	0.133167257	0.112129979	0.138479246	0.152396526
AGO1	0.188468123	0.111295781	0.09706535	0.082400627	0.133294747
AGO3	0.360905033	0.344072508	0.324011926	0.332899198	0.326687352
ADPRHL2	0.250053286	0.262812273	0.308024077	0.308586763	0.37223802
COL8A2	0.034838171	0.00361619	0	0	0.001559864
TRAPPC3	0.680998986	0.643078631	0.588333958	0.734693747	0.718094703
MAP7D1	0.535493262	0.638952798	0.755281917	0.807679888	0.962012994
THRAP3	1.216180865	1.114776205	1.151835671	1.19534779	1.261983609
SH3D21	0.058305245	0.014031888	0.021939568	0.007224944	0.042116314
EVA1B	0.023302459	0.052103764	0.090247562	0.112496477	0.264769157
AL591845.1	0	0.001192035	0	0	0
STK40	0.194700532	0.191137916	0.259467201	0.205739899	0.257935547
LSM10	0.927794493	0.743840109	0.707146611	0.810019493	0.83711092
OSCP1	0	0.008352455	0.011956107	0.006960325	0.005435766
MRPS15	0.819303944	0.668770697	0.639744705	0.730851822	0.799034275
CSF3R	0	0.039788525	0.018180843	0.013233664	0.006158512
LINC01137	0.117390456	0.064282778	0.044984167	0.067170837	0.040028123
ZC3H12A	0.658117445	1.27152648	1.591753284	1.231092478	1.416452562
MEAF6	1.248343496	1.183008613	1.185877331	1.240340815	1.244538493
SNIP1	0.281990739	0.284391587	0.311989582	0.260121857	0.284381999
DNALI1	0	0.010330017	0.008849456	0.001510772	0.005412262
GNL2	0.430507687	0.403845746	0.44518195	0.422124012	0.512422724
RSPO1	0	0	0	0	0
C1orf109	0.130871343	0.073506682	0.034868609	0.06097813	0.061953931
CDCA8	0.007738923	0.027577636	0.014156864	0.027135099	0.034696948
EPHA10	0	0.003867969	0	0	0
MANEAL	0	0.016070751	0.015107179	0.011639892	0.048308413
YRDC	0.096853696	0.210814933	0.270560821	0.206208789	0.282491472
C1orf122	0.315163596	0.378736873	0.409041209	0.429676713	0.476494628
MTF1	0.163477196	0.204052681	0.202126038	0.223436119	0.239095946
INPP5B	0.143078641	0.11724245	0.091439164	0.124141206	0.124426554
SF3A3	0.682592782	0.530479241	0.56261914	0.603673275	0.610496237
FHL3	0.121348527	0.20891442	0.097298829	0.225060026	0.342056655
UTP11	0.316296413	0.29959966	0.305600716	0.233597985	0.342074594
POU3F1	0.105556801	0.137381346	0.042294273	0.022422826	0.047957169
AL139158.2	0	0.015990854	0	0.001586772	0
AL354702.2	0	0	0	0	0
RRAGC	0.319593157	0.220236231	0.351372709	0.271173178	0.280219797
AL139260.1	0.017609924	0.034914045	0.041976407	0.048706368	0.034574677
MYCBP	0.150086618	0.176045762	0.125132223	0.195428239	0.196806045
RHBDL2	0	0.001233806	0	0	0.002837766
AKIRIN1	0.880959569	1.167733141	1.241524524	1.058553308	1.078285281
NDUFS5	2.391914128	2.447663099	2.721550339	2.445099691	2.412107052
MACF1	1.05621323	1.068971377	1.067224308	1.169043268	1.119279457
BMP8A	0	0.004454051	0	0.006372928	0
PABPC4	0.54513559	0.537807931	0.620455591	0.409369715	0.534562738
HEYL	0	0.001159779	0	0.005353966	0.002170942
HPCAL4	0.008567856	0.004202966	0.02684572	0.012807208	0.004107912
PPIE	0.553864778	0.50724586	0.535945603	0.586380515	0.61726023
BMP8B	0.036874023	0.009293451	0	0.001943892	0.009181035
OXCT2	0.010713041	0.015229805	0.010417054	0.005883959	0.031742993
AL033527.3	0	0.006963115	0.005529502	0.003327818	0.003786022
AL033527.5	0	0.011749794	0.020127733	0.007121329	0.010922645
AL033527.4	0	0.00088548	0	0	0
TRIT1	0.076605023	0.085738178	0.047234112	0.068949976	0.07782178
MYCL	0.017141065	0.023979836	0.017945788	0.015512841	0.03427968
MFSD2A	0.02552976	0.023037588	0.025617157	0.022880642	0.032932068
CAP1	2.071863028	1.796530067	1.768687211	1.993620631	1.899271525
PPT1	0.843595028	0.69233173	0.734977789	0.724827569	0.718973658
RLF	0.574134565	0.600755696	0.677075963	0.607750086	0.725982206
AL050341.2	0.174758913	0.073672691	0.031907355	0.117245141	0.082529788
ZMPSTE24	0.208458997	0.272078824	0.297023271	0.339555223	0.394614138
COL9A2	0.055656944	0.039633488	0.07288709	0.120057433	0.201764733
SMAP2	0.695886315	0.847709754	1.180396409	0.936550654	1.122331302
ZFP69B	0.008647618	0.024974538	0.048513794	0.004417237	0.013959162
ZFP69	0.019623303	0.013490293	0.012061714	0.028340617	0.026738606
AL603839.3	0.016872758	0.008384002	0.004580642	0	0.003798518
EXO5	0.160290411	0.048653773	0.033390388	0.054218982	0.04612717
ZNF684	0.074400321	0.040056464	0.023886378	0.050581313	0.051009224
RIMS3	0	0.015543061	0.043785021	0.023001815	0.016866681
NFYC-AS1	0.062781527	0.048188071	0.037604227	0.035449611	0.008676157
NFYC	0.467764248	0.495702591	0.499347704	0.580237374	0.581233816
KCNQ4	0	0.000708515	0	0	0.003371418
CITED4	0.056286114	0.086096993	0.065287609	0.057268344	0.056587146
CTPS1	0.271269076	0.29986451	0.259548183	0.186694729	0.28174527
SLFNL1	0	0	0	0	0.002169822
SCMH1	0.312821843	0.148386603	0.100982008	0.132905302	0.087274661
FOXO6	0	0.001222483	0	0	0
EDN2	0	0.001819354	0	0	0.001908867
HIVEP3	0.145311984	0.188291329	0.22213695	0.303552219	0.308737829
FOXJ3	0.402910153	0.260262964	0.235865459	0.315901838	0.291542557
RIMKLA	0	0.003571415	0.004790322	0	0.004678741
ZMYND12	0	0.010118327	0.015440781	0	0.004518166
PPCS	0.902892815	0.735840003	0.723986629	0.814421375	0.759638872
CCDC30	0.02684827	0.01739904	0.011516319	0.012273335	0.008033957
PPIH	0.928600606	0.740719311	0.6363119	0.656048711	0.668816238
YBX1	2.381794195	2.374905557	2.599469327	2.44923701	2.570959551
P3H1	0.323718431	0.169861876	0.14110279	0.225042358	0.23325925
C1orf50	0.28137024	0.204693739	0.178420255	0.234386601	0.229076198
AC098484.3	0.101360827	0.115538668	0.062290945	0.101148347	0.091551537
SVBP	0.396662736	0.392083888	0.426342876	0.423487339	0.374805071
ERMAP	0.028871705	0.024706873	0.024585354	0.020583793	0.015726104
AL512353.1	0.028660655	0.006402258	0.006572953	0.002578268	0.006256477
ZNF691	0.044458571	0.057187285	0.02462459	0.061624732	0.063913076
SLC2A1	0.310412633	0.291771858	0.449110509	0.348374892	0.349390416
SLC2A1-AS1	0.024381893	0.00609263	0.012453194	0.020921629	0.010319586
EBNA1BP2	0.356003452	0.285704827	0.323306118	0.322955402	0.404765634
CFAP57	0.012591492	0.008629899	0	0	0.003853492
TMEM125	0.017964466	0.015301156	0.015125665	0.011734755	0.010526002
C1orf210	0	0.003624547	0.004023471	0.002963945	0
TIE1	0	0.002265576	0	0	0.026424609
AL139289.2	0.010517402	0.004273226	0.011829646	0.013786425	0.011037389
CDC20	0.0140267	0.025975542	0.009729606	0.007298757	0.040114412
ELOVL1	0.714108841	0.665885723	0.751002586	0.867863809	0.897595809
MED8	0.507423974	0.42850557	0.430886213	0.470385493	0.511218869
SZT2	0.140457092	0.158327419	0.136903105	0.155294735	0.152920131
HYI	0.054810408	0.110796188	0.069580636	0.137679754	0.072037539
PTPRF	0.046655661	0.03007281	0.01579719	0.032090731	0.023543114
AL451062.3	0.012160778	0.00393813	0.009988489	0.00741382	0.009600524
KDM4A	0.03184874	0.057778108	0.038401873	0.043573805	0.082682857
KDM4A-AS1	0.010251561	0.001678325	0.0104088	0.005506922	0.002238471
ST3GAL3	0.062942004	0.093025436	0.067199617	0.065244433	0.098328999
ARTN	0	0	0	0	0
AL357079.1	0	0	0	0	0.003745564
IPO13	0.066195678	0.103827519	0.08085493	0.135153653	0.178937806
DPH2	0.157098842	0.097411154	0.121640964	0.083298192	0.1673248
ATP6V0B	1.296870195	1.327365929	1.456376526	1.460812363	1.518350071
B4GALT2	0.031500497	0.015103584	0.016000625	0.011739606	0.053856031
CCDC24	0.006369494	0.024977959	0.04701642	0.015947097	0.046276118
SLC6A9	0	0.000921865	0.006383137	0.002671215	0
AL139220.2	0	0.00449654	0.006737737	0	0
DMAP1	0.323731913	0.31732971	0.326283557	0.37971078	0.358003578
ERI3	0.30278657	0.308549158	0.305806622	0.346540085	0.379340756
RNF220	0.375573168	0.362003722	0.31784671	0.402695027	0.525395732
TMEM53	0.052236016	0.055081636	0.041440187	0.066003541	0.117285806
ARMH1	0.149898805	0.185425716	0.239576804	0.203805176	0.342694167
KIF2C	0	0.013391692	0.042053159	0	0.01008337
AL592166.1	0.011682231	0.000571237	0.009625125	0	0.010463726
RPS8	5.553847816	5.295774981	5.146760122	4.887547065	4.605162063
BEST4	0.00764848	0.009573685	0.009120551	0.012139371	0.024018415
PLK3	0.558931398	1.242222903	1.299037869	0.846577277	0.725843207
TCTEX1D4	0.029719215	0	0	0	0.002099949
BTBD19	0.018424227	0.016886932	0.026389213	0.006821326	0.00729896
PTCH2	0.012253926	0.010379537	0	0.002268951	0.000786268
EIF2B3	0.263352058	0.219463689	0.167429198	0.246712971	0.242586956
HECTD3	0.159326394	0.16946369	0.151811352	0.16612791	0.156905264
UROD	0.390245743	0.398502393	0.324372776	0.407173723	0.432695259
ZSWIM5	0.044068772	0.024530834	0.006611222	0.006473526	0.001516284
LINC01144	0.039010418	0.006420289	0	0.008465359	0
HPDL	0.008208823	0.009785784	0.005954079	0.005765672	0.002484514
MUTYH	0.27671225	0.228521173	0.19180262	0.12643497	0.199392438
TOE1	0.185668713	0.159845702	0.186299846	0.167495558	0.148072407
TESK2	0.111330368	0.08470913	0.079264337	0.036960841	0.074500951
CCDC163	0.069117021	0.011203712	0.014521436	0.008763344	0.01099936
MMACHC	0.024301666	0.003963953	0.007668656	0.006226983	0.003647435
PRDX1	1.8273455	1.910606222	1.90981146	1.976587552	2.08831102
AKR1A1	0.735322136	0.672589263	0.663855089	0.753475958	0.779329659
NASP	0.683067591	0.982125015	1.204196691	0.951726412	1.344447103
CCDC17	0	0.007604931	0	0.004546222	0.004200081
GPBP1L1	0.722557973	0.532088842	0.488223388	0.592746674	0.578360807
TMEM69	0.25572794	0.188858263	0.150218657	0.171900162	0.192471366
IPP	0.11258829	0.119380795	0.068253548	0.138760588	0.130754432
MAST2	0.038168611	0.058063072	0.02342165	0.072262994	0.07499219
PIK3R3	0.055114701	0.085732021	0.059600022	0.110310393	0.092181311
TSPAN1	0	0.012841254	0.013583137	0.010638361	0.005387191
POMGNT1	0.091486497	0.15286238	0.184613535	0.209788667	0.238587721
LURAP1	0	0.000945853	0	0	0.003686473
RAD54L	0	0.004237448	0.006549291	0	0.009859851
LRRC41	0.409590802	0.347935171	0.363500608	0.362370182	0.411455229
UQCRH	2.076471485	1.941513988	1.988674757	2.056148796	2.096538725
NSUN4	0.096226498	0.17079996	0.15753214	0.174764854	0.15841956
FAAH	0.012725033	0.006394725	0.021361308	0.011392634	0.003505215
DMBX1	0	0	0	0	0
MKNK1	0.188393436	0.218462382	0.267997038	0.334174066	0.26708873
MOB3C	0.226725751	0.112835631	0.076258239	0.120327521	0.148843871
ATPAF1	0.324379669	0.247580409	0.342704867	0.283522744	0.304278613
EFCAB14	0.55147751	0.576869258	0.615721373	0.596334625	0.669863071
CYP4B1	0.045551636	0.029768536	0.021514711	0.006581768	0.00352283
CYP4X1	0.03537894	0.002657481	0.014151135	0	0
LINC00853	0	0.00081441	0	0	0.002826165
PDZK1IP1	0.014234714	0.031429775	0.051623356	0.038957433	0.014662735
TAL1	0	0.001532236	0	0	0
STIL	0.029719215	0.012829584	0.008226051	0.022146647	0.029010311
CMPK1	0.820380674	1.023157216	1.251986143	1.08463916	1.104517657
FOXD2-AS1	0.019737595	0.017924808	0.021633754	0.012289578	0.010608987
FOXD2	0.033732033	0.014976691	0.009760177	0.004418845	0.016563844
TRABD2B	0	0	0	0	0.005924457
SPATA6	0.023594381	0.025151465	0.009538069	0.017892867	0.00219016
AGBL4	0	0.004578747	0	0	0.002163683
BEND5	0.030747537	0.01597169	0.02465775	0.001999585	0.008358735
ELAVL4	0.034757589	0.006663564	0.001792919	0	0
DMRTA2	0	0.001413891	0	0	0.000264096
FAF1	0.258591399	0.313111871	0.31424672	0.376145463	0.510775596
CDKN2C	0.314164758	0.307988234	0.163284875	0.490329473	0.433388315
RNF11	0.468861973	0.649544698	0.771678179	0.531147317	0.569531849
TTC39A	0	0.002534081	0.018482731	0	0.001563924
EPS15	0.774671767	0.81410407	0.800978189	0.753595715	0.699578585
AC104170.1	0.009899147	0.007217055	0.013612072	0.00457534	0
OSBPL9	0.38814176	0.415808737	0.42807341	0.416004018	0.363438709
NRDC	0.785520616	0.746070378	0.738392062	0.804369902	0.954701118
AL050343.1	0.013972252	0	0.005951082	0.008498304	0.002639611
RAB3B	0	0.001260708	0	0	0.002050802
TXNDC12	0.823340788	0.668171087	0.783201886	0.73422711	0.721589148
KTI12	0.078615007	0.140725242	0.238800202	0.155661587	0.176892076
AL445685.1	0	0.002043791	0	0.004946182	0.002598554
BTF3L4	0.569223236	0.63630346	0.584349402	0.635048851	0.660195651
ZFYVE9	0.022657001	0.024494771	0.032620659	0.006802185	0
CC2D1B	0.240905799	0.182748716	0.15374963	0.22062616	0.20975339
ORC1	0	0.011787554	0.013954604	0.001627605	0.020488678
PRPF38A	0.677048359	0.522471826	0.57966823	0.63481472	0.693868178
TUT4	0.801921397	0.783692337	0.730121345	0.754492654	0.680791603
GPX7	0.47378241	0.287875519	0.236122694	0.255375094	0.303967867
SHISAL2A	0.478228257	0.3528699	0.287347866	0.20564768	0.162810317
COA7	0.058452425	0.061190104	0.052382775	0.044990123	0.060745009
ZYG11B	0.083011467	0.073288162	0.060133348	0.086186265	0.064132839
ZYG11A	0	0	0	0	0
ECHDC2	0.681432905	0.515280168	0.497722647	0.552031777	0.354363869
SCP2	1.250431761	1.169405809	1.258109288	1.252018983	1.230701592
PODN	0.017964466	0.000669685	0.012022628	0	0.004942615
SLC1A7	0	0.00825755	0	0	0
AL445183.2	0	0	0	0	0.002574185
CPT2	0.132941949	0.087612386	0.071069631	0.114740213	0.153396814
AL606760.2	0	0	0	0.004950215	0
C1orf123	0.621123506	0.415141059	0.316412289	0.425652565	0.434388136
AL606760.3	0	0.012633719	0.012149163	0.017139563	0
MAGOH	1.39462586	1.369567498	1.532108085	1.372461401	1.357542444
AL606760.1	0.019468539	0.002771209	0	0	0.006054896
LRP8	0.048999714	0.063587897	0.073293467	0.076809058	0.087084177
LINC01771	0.014478049	0.021625307	0.016895506	0.025999924	0.014348686
AC119428.2	0.06057822	0.021733429	0.006497115	0.004546222	0
GLIS1	0	0.008196698	0.005683646	0.003358186	0.002514175
NDC1	0.041419312	0.06019593	0.046511297	0.071092968	0.102225111
YIPF1	0.314978376	0.23379288	0.205381027	0.332034553	0.308960844
DIO1	0	0	0	0	0
HSPB11	1.190148136	0.91045577	0.80322387	0.963570569	1.0243878
LRRC42	0.15829737	0.161841879	0.103971389	0.160475465	0.189951689
LDLRAD1	0	0.005711008	0.005251995	0	0
TMEM59	2.054948524	1.907305525	2.075189414	2.071097164	2.058850891
TCEANC2	0.086100486	0.064161362	0.054460638	0.077899307	0.072544055
CYB5RL	0.033364857	0.006846356	0	0.002738068	0.004224989
MRPL37	0.449164596	0.386009933	0.348257224	0.427958235	0.561916896
SSBP3	0.179724732	0.107726522	0.191909001	0.135293868	0.127130745
SSBP3-AS1	0	0.002276887	0	0	0
ACOT11	0	0.007141248	0	0.019533598	0.018760183
MROH7	0	0	0	0	0
TTC4	0.158943759	0.112593603	0.113694599	0.070676172	0.11873025
PARS2	0.01226959	0.003258788	0	0.012628122	0.012323903
TTC22	0.018407156	0.053698265	0.023280863	0.044698737	0.0649368
DHCR24	0.080014027	0.035850755	0.022459793	0.042956931	0.017673756
AC096536.3	0	0	0	0	0.002355064
TMEM61	0	0.001517125	0	0	0.003001239
PCSK9	0	0	0	0	0
USP24	0.302860332	0.221395413	0.164374957	0.187268997	0.229147475
MIR4422HG	0.041487349	0.024394857	0.01146435	0.013427301	0.005677134
AC119674.1	0	0	0	0	0
PLPP3	0.047499698	0.014950883	0.01278502	0.010697551	0.004065242
PRKAA2	0	0.00287965	0	0	0.00752772
FYB2	0	0.003034878	0	0.001713012	0
DAB1	0.010433566	0.001961599	0	0	0
OMA1	0.219062679	0.223285435	0.151584375	0.245614154	0.249869741
TACSTD2	0.211880965	0.102535425	0.080422197	0.060110041	0.059859942
MYSM1	0.406017067	0.315601011	0.214144495	0.361813837	0.343103346
AL136985.3	0	0.002949948	0	0.00336814	0.001796363
JUN	4.224152304	4.890996362	4.685670691	5.059973656	4.954613117
LINC01135	0	0.001170176	0.003873238	0	0
AL136985.2	0	0	0	0	0
AC105277.1	0.009892346	0.004846934	0	0.011045437	0.011593223
LINC01358	0.03909033	0.030515425	0.081054499	0.159438948	0.299607342
FGGY	0.099903391	0.109984301	0.110813824	0.147236617	0.184201219
HOOK1	0.089593789	0.042525301	0.071433947	0.018198566	0.013356324
CYP2J2	0.065064532	0.001661668	0.026790747	0	0.003192127
LINC01748	0	0	0	0	0
NFIA	0.030535265	0.065298777	0.074066632	0.02139298	0.018279776
NFIA-AS2	0	0.000415513	0	0	0
TM2D1	0.415716004	0.373438868	0.349175544	0.440491089	0.421051864
AC099791.2	0.03867467	0.007369772	0.005095833	0.002458673	0.002718077
PATJ	0.141772799	0.235015393	0.287350153	0.166677338	0.097263907
L1TD1	0	0.001821968	0	0	0
KANK4	0	0	0	0	0
USP1	0.504274627	0.553757911	0.620222113	0.57915208	0.602671036
DOCK7	0.110688142	0.07393221	0.043432779	0.009892824	0.020452381
ATG4C	0.109367968	0.105287412	0.081477369	0.075670362	0.082563534
FOXD3-AS1	0.025172676	0.000651602	0	0	0.002595656
FOXD3	0	0	0	0	0.001789104
ALG6	0.302889575	0.220181486	0.151997355	0.172331124	0.284158296
ITGB3BP	0.210682741	0.149877272	0.082856813	0.15467409	0.207599325
EFCAB7	0.037511487	0.064995121	0.074259386	0.068274948	0.075544957
PGM1	0.383842952	0.375750565	0.433686863	0.430870427	0.53563834
ROR1	0	0.001359473	0	0.001999585	0.001669119
ROR1-AS1	0	0	0	0	0
AL445205.1	0	0	0	0	0
CACHD1	0	0.001389939	0	0.01060829	0.000848269
RAVER2	0	0.007650823	0.019965353	0.009223786	0.004801981
JAK1	1.91336733	2.12678633	2.330195643	2.121616775	2.282575132
AK4	0.017141065	0.014820946	0.015018658	0.015621209	0.051564725
DNAJC6	0.020736561	0.016768964	0.017069818	0.003553749	0.001031172
LEPROT	0.381363302	0.394188063	0.444676782	0.374154458	0.420393867
LEPR	0.02145403	0.013717998	0.015517379	0.015884272	0.00556772
AL513493.1	0	0	0	0	0
PDE4B	1.165993196	1.920032039	1.852464821	1.498662566	1.308261531
SGIP1	0	0.003430972	0	0.013027104	0.002139471
AL139147.1	0	0	0	0	0
TCTEX1D1	0	0.000997087	0.01072019	0	0
WDR78	0	0.009500241	0.010580583	0.004099612	0.005438064
MIER1	0.859436005	0.942012018	0.884770402	1.022488248	0.966446301
SLC35D1	0.142530691	0.173904	0.227292487	0.195943407	0.147987581
IL23R	0	0.029702647	0.058725039	0.014566922	0.013326719
IL12RB2	0.012542134	0.058522372	0.24171002	0.104553021	0.19594271
